0,127,2,0,0
0,101,23,0,0
0,22,61,0,0
0,60,18,0,0
0,37,1,0,0
0,50,1,0,0
0,116,78,0,0
0,124,97,0,0
0,58,13,0,0
0,77,14,0,0
0,78,7,0,0
0,66,1,0,0
0,91,2,0,0
0,54,5,0,0
0,16,56,0,0
0,4,12,0,0
0,98,52,0,0
0,61,55,0,0
0,75,10,0,0
0,114,15,0,0
0,83,40,0,0
0,89,1,0,0
0,21,3,0,0
0,118,3,0,0
0,1,1,0,0
0,43,2,0,0
1,127,1,0,0
1,101,13,0,0
1,22,47,0,0
1,60,25,0,0
1,116,78,0,0
1,124,60,0,0
1,58,13,0,0
1,77,19,0,0
1,19,2,0,0
1,33,1,0,0
1,78,12,0,0
1,111,2,0,0
1,91,1,0,0
1,54,9,0,0
1,16,41,0,0
1,4,8,0,0
1,98,27,0,0
1,61,57,0,0
1,75,4,0,0
1,114,13,0,0
1,59,1,0,0
1,83,29,0,0
1,21,1,0,0
1,1,2,0,0
1,43,9,0,0
1,126,2,0,0
2,101,24,0,0
2,22,42,0,0
2,60,23,0,0
2,116,97,0,0
2,124,92,0,0
2,58,4,0,0
2,77,24,0,0
2,33,2,0,0
2,6,2,0,0
2,78,16,0,0
2,54,22,0,0
2,16,56,0,0
2,4,13,0,0
2,98,35,0,0
2,61,47,0,0
2,75,7,0,0
2,114,11,0,0
2,59,1,0,0
2,83,19,0,0
2,21,7,0,0
2,118,1,0,0
2,43,2,0,0
2,126,1,0,0
3,79,1,0,0
3,127,2,0,0
3,101,25,0,0
3,22,65,0,0
3,60,17,0,0
3,37,3,0,0
3,116,49,0,0
3,124,75,0,0
3,58,10,0,0
3,77,10,0,0
3,19,3,0,0
3,33,1,0,0
3,6,1,0,0
3,78,11,0,0
3,111,1,0,0
3,54,2,0,0
3,16,33,0,0
3,4,18,0,0
3,98,31,0,0
3,61,36,0,0
3,75,2,0,0
3,114,19,0,0
3,83,33,0,0
3,89,1,0,0
3,21,6,0,0
3,7,1,0,0
3,43,8,0,0
4,26,3,0,0
4,101,27,0,0
4,22,50,0,0
4,60,16,0,0
4,37,1,0,0
4,116,79,0,0
4,124,56,0,0
4,28,1,0,0
4,58,5,0,0
4,77,12,0,0
4,39,1,0,0
4,33,1,0,0
4,6,1,0,0
4,78,11,0,0
4,54,23,0,0
4,16,35,0,0
4,4,2,0,0
4,98,48,0,0
4,61,48,0,0
4,31,1,0,0
4,75,5,0,0
4,114,9,0,0
4,59,2,0,0
4,83,32,0,0
4,21,13,0,0
4,15,1,0,0
4,118,1,0,0
4,43,8,0,0
5,101,23,0,0
5,22,53,0,0
5,60,28,0,0
5,116,74,0,0
5,124,60,0,0
5,58,2,0,0
5,77,16,0,0
5,19,3,0,0
5,33,5,0,0
5,56,1,0,0
5,78,13,0,0
5,54,5,0,0
5,16,39,0,0
5,4,13,0,0
5,98,49,0,0
5,61,27,0,0
5,75,5,0,0
5,114,19,0,0
5,59,2,0,0
5,83,30,0,0
5,25,1,0,0
5,21,7,0,0
5,118,4,0,0
5,7,1,0,0
5,43,17,0,0
6,79,1,0,0
6,127,2,0,0
6,101,40,0,0
6,22,35,0,0
6,60,16,0,0
6,37,9,0,0
6,116,52,0,0
6,124,49,0,0
6,28,2,0,0
6,58,7,0,0
6,77,24,0,0
6,33,5,0,0
6,56,1,0,0
6,78,8,0,0
6,111,1,0,0
6,54,4,0,0
6,16,42,0,0
6,4,13,0,0
6,98,12,0,0
6,61,45,0,0
6,75,2,0,0
6,114,5,0,0
6,83,35,0,0
6,21,6,0,0
6,43,4,0,0
6,126,1,0,0
7,117,3,0,0
7,127,2,0,0
7,101,15,0,0
7,22,37,0,0
7,60,12,0,0
7,116,56,0,0
7,124,38,0,0
7,58,5,0,0
7,77,12,0,0
7,56,2,0,0
7,78,9,0,0
7,111,1,0,0
7,54,23,0,0
7,16,52,0,0
7,4,9,0,0
7,98,5,0,0
7,61,31,0,0
7,75,2,0,0
7,114,10,0,0
7,83,41,0,0
7,21,5,0,0
7,1,2,0,0
7,43,2,0,0
8,127,3,0,0
8,101,21,0,0
8,22,47,0,0
8,60,16,0,0
8,37,2,0,0
8,116,59,0,0
8,124,58,0,0
8,58,3,0,0
8,77,17,0,0
8,78,5,0,0
8,91,2,0,0
8,54,2,0,0
8,16,33,0,0
8,4,33,0,0
8,98,14,0,0
8,61,31,0,0
8,31,1,0,0
8,75,7,0,0
8,114,11,0,0
8,59,1,0,0
8,83,25,0,0
8,25,1,0,0
8,89,1,0,0
8,21,14,0,0
8,43,4,0,0
9,101,22,0,0
9,22,34,0,0
9,60,7,0,0
9,37,2,0,0
9,50,1,0,0
9,116,38,0,0
9,124,39,0,0
9,58,8,0,0
9,77,7,0,0
9,78,9,0,0
9,54,4,0,0
9,16,62,0,0
9,4,15,0,0
9,98,4,0,0
9,61,16,0,0
9,75,3,0,0
9,114,9,0,0
9,83,31,0,0
9,21,12,0,0
9,15,1,0,0
9,118,2,0,0
9,43,2,0,0
9,126,1,0,0
10,127,1,0,0
10,101,17,0,0
10,22,40,0,0
10,60,11,0,0
10,37,1,0,0
10,116,53,0,0
10,124,35,0,0
10,28,2,0,0
10,58,1,0,0
10,77,7,0,0
10,56,3,0,0
10,6,2,0,0
10,78,10,0,0
10,54,6,0,0
10,16,44,0,0
10,4,6,0,0
10,98,1,0,0
10,61,25,0,0
10,75,2,0,0
10,114,6,0,0
10,83,48,0,0
10,89,1,0,0
10,21,4,0,0
10,118,2,0,0
10,43,2,0,0
11,79,1,0,0
11,117,3,0,0
11,101,8,0,0
11,22,32,0,0
11,60,20,0,0
11,37,8,0,0
11,50,1,0,0
11,116,46,0,0
11,124,43,0,0
11,58,15,0,0
11,77,12,0,0
11,56,1,0,0
11,78,11,0,0
11,91,1,0,0
11,54,4,0,0
11,16,50,0,0
11,4,8,0,0
11,61,36,0,0
11,31,1,0,0
11,114,8,0,0
11,83,27,0,0
11,21,18,0,0
11,43,2,0,0
12,127,6,0,0
12,101,27,0,0
12,22,36,0,0
12,60,7,0,0
12,116,57,0,0
12,124,35,0,0
12,58,3,0,0
12,77,10,0,0
12,33,1,0,0
12,56,4,0,0
12,78,2,0,0
12,111,1,0,0
12,115,1,0,0
12,54,3,0,0
12,16,51,0,0
12,4,6,0,0
12,98,1,0,0
12,61,19,0,0
12,114,13,0,0
12,83,29,0,0
12,21,4,0,0
12,118,1,0,0
12,43,9,0,0
13,127,5,0,0
13,101,19,0,0
13,22,22,0,0
13,60,4,0,0
13,50,1,0,0
13,116,54,0,0
13,124,48,0,0
13,58,4,0,0
13,77,16,0,0
13,19,3,0,0
13,33,2,0,0
13,6,6,0,0
13,78,1,0,0
13,54,3,0,0
13,16,44,0,0
13,4,6,0,0
13,98,3,0,0
13,61,20,0,0
13,75,2,0,0
13,114,11,0,0
13,83,36,0,0
13,21,16,0,0
13,118,1,0,0
13,43,1,0,0
14,101,6,0,0
14,22,21,0,0
14,60,8,0,0
14,37,5,0,0
14,116,52,0,0
14,124,35,0,0
14,58,4,0,0
14,77,6,0,0
14,39,1,0,0
14,78,14,0,0
14,66,1,0,0
14,54,9,0,0
14,16,28,0,0
14,4,10,0,0
14,98,6,0,0
14,61,24,0,0
14,114,10,0,0
14,83,21,0,0
14,89,1,0,0
14,21,8,0,0
14,7,1,0,0
14,43,8,0,0
15,127,2,0,0
15,101,13,0,0
15,22,27,0,0
15,60,19,0,0
15,50,1,0,0
15,116,34,0,0
15,124,50,0,0
15,58,7,0,0
15,41,1,0,0
15,77,7,0,0
15,33,1,0,0
15,56,1,0,0
15,78,2,0,0
15,66,1,0,0
15,91,1,0,0
15,115,1,0,0
15,54,7,0,0
15,16,42,0,0
15,4,9,0,0
15,98,6,0,0
15,61,26,0,0
15,75,4,0,0
15,114,14,0,0
15,83,25,0,0
15,21,6,0,0
15,118,2,0,0
15,43,8,0,0
16,101,19,0,0
16,22,20,0,0
16,60,5,0,0
16,37,1,0,0
16,116,31,0,0
16,124,25,0,0
16,58,1,0,0
16,77,8,0,0
16,56,3,0,0
16,78,3,0,0
16,111,2,0,0
16,54,7,0,0
16,16,27,0,0
16,4,15,0,0
16,98,6,0,0
16,61,26,0,0
16,75,1,0,0
16,114,13,0,0
16,83,20,0,0
16,89,2,0,0
16,21,3,0,0
16,1,2,0,0
16,43,8,0,0
17,127,2,0,0
17,101,14,0,0
17,22,17,0,0
17,60,9,0,0
17,116,71,0,0
17,124,44,0,0
17,58,10,0,0
17,77,8,0,0
17,33,1,0,0
17,78,8,0,0
17,91,1,0,0
17,54,9,0,0
17,16,32,0,0
17,4,2,0,0
17,98,10,0,0
17,61,11,0,0
17,75,3,0,0
17,114,13,0,0
17,83,28,0,0
17,21,7,0,0
17,43,1,0,0
18,79,1,0,0
18,127,2,0,0
18,101,16,0,0
18,22,38,0,0
18,60,4,0,0
18,37,1,0,0
18,116,47,0,0
18,124,41,0,0
18,58,6,0,0
18,77,8,0,0
18,78,2,0,0
18,111,2,0,0
18,91,1,0,0
18,115,3,0,0
18,54,4,0,0
18,16,28,0,0
18,4,7,0,0
18,98,31,0,0
18,61,21,0,0
18,75,1,0,0
18,114,8,0,0
18,83,32,0,0
18,21,8,0,0
18,51,1,0,0
18,43,9,0,0
19,79,2,0,0
19,26,1,0,0
19,101,7,0,0
19,22,17,0,0
19,60,13,0,0
19,116,53,0,0
19,124,38,0,0
19,58,3,0,0
19,77,10,0,0
19,6,6,0,0
19,99,5,0,0
19,78,3,0,0
19,54,7,0,0
19,16,22,0,0
19,4,7,0,0
19,98,13,0,0
19,61,16,0,0
19,75,2,0,0
19,114,3,0,0
19,83,16,0,0
19,25,1,0,0
19,21,8,0,0
19,43,3,0,0
20,101,29,0,0
20,22,15,0,0
20,60,9,0,0
20,116,51,0,0
20,124,37,0,0
20,58,8,0,0
20,77,7,0,0
20,78,1,0,0
20,54,8,0,0
20,16,16,0,0
20,98,1,0,0
20,61,23,0,0
20,114,9,0,0
20,59,2,0,0
20,83,42,0,0
20,21,6,0,0
20,118,3,0,0
20,43,9,0,0
21,79,1,0,0
21,101,7,0,0
21,22,39,0,0
21,60,8,0,0
21,37,1,0,0
21,116,34,0,0
21,124,27,0,0
21,28,1,0,0
21,58,5,0,0
21,77,10,0,0
21,19,1,0,0
21,33,5,0,0
21,56,4,0,0
21,78,4,0,0
21,54,3,0,0
21,16,22,0,0
21,4,7,0,0
21,98,3,0,0
21,61,11,0,0
21,75,1,0,0
21,114,13,0,0
21,83,17,0,0
21,89,1,0,0
21,21,4,0,0
21,43,3,0,0
22,127,1,0,0
22,101,25,0,0
22,22,13,0,0
22,60,5,0,0
22,116,60,0,0
22,124,34,0,0
22,58,2,0,0
22,77,6,0,0
22,56,1,0,0
22,6,1,0,0
22,99,1,0,0
22,78,9,0,0
22,54,12,0,0
22,16,17,0,0
22,4,7,0,0
22,61,26,0,0
22,75,1,0,0
22,114,17,0,0
22,83,20,0,0
22,21,5,0,0
22,43,5,0,0
23,101,15,0,0
23,22,12,0,0
23,60,2,0,0
23,116,29,0,0
23,124,29,0,0
23,58,5,0,0
23,132,1,0,0
23,77,6,0,0
23,33,1,0,0
23,78,2,0,0
23,66,1,0,0
23,54,5,0,0
23,16,12,0,0
23,4,7,0,0
23,61,16,0,0
23,75,5,0,0
23,114,8,0,0
23,83,15,0,0
23,21,10,0,0
23,1,1,0,0
23,43,6,0,0
24,127,3,0,0
24,101,9,0,0
